genome	ANI98	ANI99
GCA_030208265.1	GCA_000005845.2	GCA_000026245.1
GCA_030208285.1	GCA_000005845.2	GCA_000010385.1
GCA_030208315.1	GCA_000019645.1	GCA_000019645.1
GCA_030208325.1	GCA_000005845.2	GCA_000010385.1
GCA_030208355.1	GCA_000005845.2	GCA_000010385.1
GCA_030208365.1	GCA_000005845.2	GCA_000010385.1
GCA_030208395.1	GCA_000005845.2	GCA_000010385.1
GCA_030208415.1	GCA_000005845.2	GCA_000164215.1
GCA_030208425.1	GCA_000005845.2	GCA_000010385.1
GCA_030208455.1	GCA_000005845.2	GCA_000010385.1
GCA_030208475.1	GCA_000005845.2	GCA_000164215.1
GCA_030208495.1	GCA_000005845.2	GCA_000164215.1
GCA_030208505.1	GCA_000005845.2	GCA_000164215.1
GCA_030208515.1	GCA_000005845.2	GCA_000005845.2
GCA_030208555.1	GCA_000005845.2	GCA_000010385.1
GCA_030208575.1	GCA_000005845.2	GCA_000005845.2
GCA_030208595.1	GCA_000005845.2	GCA_000017765.1
GCA_030208605.1	GCA_000005845.2	GCA_000010385.1
GCA_030208635.1	GCA_000005845.2	GCA_000010385.1
GCA_030208655.1	GCA_000005845.2	GCA_000010385.1
GCA_030208675.1	GCA_000005845.2	GCA_000010385.1
GCA_030208685.1	GCA_000005845.2	GCA_000010385.1
GCA_030208715.1	GCA_000005845.2	GCA_000010385.1
GCA_030208725.1	GCA_000005845.2	GCA_000005845.2
GCA_030208735.1	GCA_000005845.2	GCA_000010385.1
GCA_030208775.1	GCA_000005845.2	GCA_000249715.2
GCA_030208795.1	GCA_000005845.2	GCA_000164335.1
GCA_030234365.1	GCA_000007445.1	GCA_000007445.1
GCA_030234545.1	GCA_000005845.2	GCA_000010385.1
GCA_030234685.1	GCA_000005845.2	GCA_000010385.1
GCA_030235865.1	GCA_000005845.2	GCA_000005845.2
GCA_030235885.1	GCA_000005845.2	GCA_000164215.1
GCA_030236205.1	GCA_000019645.1	GCA_000474825.1
GCA_030237525.1	GCA_000005845.2	GCA_000354375.1
GCA_030238275.1	GCA_000005845.2	GCA_000010385.1
GCA_030238425.1	GCA_000007445.1	GCA_000010485.1
GCA_030239325.1	GCA_000005845.2	GCA_000164215.1
GCA_030239355.1	GCA_000019645.1	GCA_000474825.1
GCA_030246825.1	GCA_000005845.2	GCA_000005845.2
GCA_030250105.1	GCA_000007445.1	GCA_000010485.1
GCA_030262125.1	GCA_000026325.1	GCA_000351385.1
GCA_030262155.1	GCA_000026325.1	GCA_000351385.1
GCA_030262185.1	GCA_000026325.1	GCA_000351385.1
GCA_030271055.1	GCA_000026325.1	GCA_000351385.1
GCA_030271065.1	GCA_000026325.1	GCA_000351385.1
GCA_030271095.1	GCA_000026325.1	GCA_000351385.1
GCA_030271105.1	GCA_000026325.1	GCA_000351385.1
GCA_030271135.1	GCA_000026325.1	GCA_000351385.1
GCA_030271155.1	GCA_000026325.1	GCA_000351385.1
GCA_030271655.1	GCA_000005845.2	GCA_000005845.2
GCA_030271665.1	GCA_000005845.2	GCA_000164215.1
GCA_030271685.1	GCA_000026325.1	GCA_000350785.1
GCA_030271715.1	GCA_000005845.2	GCA_000005845.2
GCA_030271735.1	GCA_000005845.2	GCA_000010385.1
GCA_030271755.1	GCA_000026325.1	GCA_000350785.1
GCA_030271775.1	GCA_000026325.1	GCA_000350785.1
GCA_030273345.1	GCA_000005845.2	GCA_000164215.1
GCA_030279165.1	GCA_000026325.1	GCA_000351385.1
GCA_030279195.1	GCA_000026325.1	GCA_000351385.1
GCA_030279215.1	GCA_000026325.1	GCA_000351385.1
GCA_030279235.1	GCA_000026325.1	GCA_000351385.1
GCA_030279255.1	GCA_000026325.1	GCA_000351385.1
GCA_030279275.1	GCA_000026325.1	GCA_000351385.1
GCA_030279295.1	GCA_000026325.1	GCA_000351385.1
GCA_030279315.1	GCA_000026325.1	GCA_000351385.1
GCA_030279335.1	GCA_000026325.1	GCA_000351385.1
GCA_030279355.1	GCA_000026325.1	GCA_000351385.1
GCA_030283485.1	GCA_000005845.2	GCA_000026245.1
GCA_030283925.1	GCA_000005845.2	GCA_000017765.1
GCA_030283945.1	GCA_000005845.2	GCA_000164215.1
GCA_030284005.1	GCA_000026325.1	GCA_000350785.1
GCA_030284065.1	GCA_000026325.1	GCA_000350785.1
GCA_030284075.1	GCA_000005845.2	GCA_000164215.1
GCA_030284095.1	GCA_000005845.2	GCA_000164215.1
GCA_030284145.1	GCA_000026325.1	GCA_000026325.1
GCA_030284155.1	GCA_000005845.2	GCA_000164215.1
GCA_030284165.1	GCA_000026325.1	GCA_000350785.1
GCA_030284205.1	GCA_000026325.1	GCA_000350785.1
GCA_030284225.1	GCA_000005845.2	GCA_000017765.1
GCA_030284235.1	GCA_000005845.2	GCA_000005845.2
GCA_030284265.1	GCA_000026325.1	GCA_000350785.1
GCA_030284285.1	GCA_000026325.1	GCA_000350785.1
GCA_030284305.1	GCA_000026325.1	GCA_000350785.1
GCA_030284365.1	GCA_000005845.2	GCA_000010385.1
GCA_030285485.1	GCA_000005845.2	GCA_000010385.1
GCA_030285505.1	GCA_000007445.1	GCA_000264095.1
GCA_030285525.1	GCA_000005845.2	GCA_000460255.1
GCA_030285545.1	GCA_000005845.2	GCA_000010385.1
GCA_030285565.1	GCA_000005845.2	GCA_000010385.1
GCA_030285585.1	GCA_000026325.1	GCA_002227705.1
GCA_030285605.1	GCA_000007445.1	GCA_000007445.1
GCA_030286085.1	GCA_000005845.2	GCA_000005845.2
GCA_030286105.1	GCA_000005845.2	GCA_000005845.2
GCA_030286115.1	GCA_000005845.2	GCA_000005845.2
GCA_030286185.1	GCA_000005845.2	GCA_000164215.1
GCA_030286225.1	GCA_000005845.2	GCA_000164215.1
GCA_030286265.1	GCA_000005845.2	GCA_000164215.1
GCA_030286295.1	GCA_000026325.1	GCA_000350785.1
GCA_030286305.1	GCA_000005845.2	GCA_000010385.1
GCA_030286315.1	GCA_000005845.2	GCA_000164215.1
GCA_030286365.1	GCA_000005845.2	GCA_000164215.1
GCA_030286425.1	GCA_000005845.2	GCA_000164215.1
GCA_030286435.1	GCA_000005845.2	GCA_000164215.1
GCA_030286465.1	GCA_000005845.2	GCA_000005845.2
GCA_030286645.1	GCA_000007445.1	GCA_000013305.1
GCA_030286745.1	GCA_000007445.1	GCA_000013305.1
GCA_030286875.1	GCA_000007445.1	GCA_000013305.1
GCA_030286905.1	GCA_000007445.1	GCA_000013305.1
GCA_030287045.1	GCA_000007445.1	GCA_000007445.1
GCA_030287065.1	GCA_000007445.1	GCA_000013305.1
GCA_030287105.1	GCA_000007445.1	GCA_000013305.1
GCA_030287165.1	GCA_000007445.1	GCA_000013305.1
GCA_030287305.1	GCA_000007445.1	GCA_000013305.1
GCA_030287315.1	GCA_000007445.1	GCA_000013305.1
GCA_030287345.1	GCA_000007445.1	GCA_000013305.1
GCA_030287485.1	GCA_000005845.2	GCA_000005845.2
GCA_030291275.1	GCA_000007445.1	GCA_000326265.1
GCA_030294145.1	GCA_000005845.2	GCA_000005845.2
GCA_030294225.1	GCA_000019645.1	GCA_000474825.1
GCA_030294265.1	GCA_000005845.2	GCA_000005845.2
GCA_030294305.1	GCA_000019645.1	GCA_000474825.1
GCA_030294385.1	GCA_000007445.1	GCA_000010485.1
GCA_030294445.1	GCA_000019645.1	GCA_002468995.1
GCA_030294505.1	GCA_000007445.1	GCA_000326265.1
GCA_030294525.1	GCA_000007445.1	GCA_000326265.1
GCA_030294545.1	GCA_000007445.1	GCA_000013305.1
GCA_030294565.1	GCA_000007445.1	GCA_000013305.1
GCA_030295055.1	GCA_000005845.2	GCA_000005845.2
GCA_030295075.1	GCA_000005845.2	GCA_000005845.2
GCA_030295485.1	GCA_000005845.2	GCA_000010385.1
GCA_030295505.1	GCA_000005845.2	GCA_000819065.1
GCA_030295525.1	GCA_000005845.2	GCA_000225085.2
GCA_030295545.1	GCA_000005845.2	GCA_000010385.1
GCA_030295585.1	GCA_000005845.2	GCA_000357165.1
GCA_030295605.1	GCA_000176695.2	GCA_000176695.2
GCA_030295625.1	GCA_000005845.2	GCA_000010385.1
GCA_030295645.1	GCA_000005845.2	GCA_017742495.1
GCA_030296095.1	GCA_000005845.2	GCA_000005845.2
GCA_030296115.1	GCA_000005845.2	GCA_000017765.1
GCA_030296135.1	GCA_000005845.2	GCA_000005845.2
GCA_030296155.1	GCA_000005845.2	GCA_000010385.1
GCA_030296175.1	GCA_000019645.1	GCA_000474825.1
GCA_030296195.1	GCA_000005845.2	GCA_000010385.1
GCA_030296215.1	GCA_000005845.2	GCA_000005845.2
GCA_030296235.1	GCA_000026325.1	GCA_002133905.1
GCA_030296255.1	GCA_000026325.1	GCA_002133905.1
GCA_030296275.1	GCA_000026325.1	GCA_002133905.1
GCA_030296295.1	GCA_000005845.2	GCA_000005845.2
GCA_030296375.1	GCA_000005845.2	GCA_000005845.2
GCA_030296395.1	GCA_000005845.2	GCA_000005845.2
GCA_030296415.1	GCA_000005845.2	GCA_000005845.2
GCA_030296435.1	GCA_000005845.2	GCA_000005845.2
GCA_030296455.1	GCA_000005845.2	GCA_000005845.2
GCA_030296475.1	GCA_000005845.2	GCA_000005845.2
GCA_030296495.1	GCA_000005845.2	GCA_000005845.2
GCA_030296515.1	GCA_000005845.2	GCA_000005845.2
GCA_030296535.1	GCA_000005845.2	GCA_000005845.2
GCA_030297395.1	GCA_000005845.2	GCA_000010385.1
GCA_030316195.1	GCA_000005845.2	GCA_000005845.2
GCA_030324665.1	GCA_000005845.2	GCA_000005845.2
GCA_030324705.1	GCA_000005845.2	GCA_000010385.1
GCA_030324725.1	GCA_000019645.1	GCA_000242015.1
GCA_030324745.1	GCA_000005845.2	GCA_000005845.2
GCA_030324765.1	GCA_000005845.2	GCA_000005845.2
GCA_030324785.1	GCA_000005845.2	GCA_000005845.2
GCA_030324795.1	GCA_000005845.2	GCA_000005845.2
GCA_030324825.1	GCA_000005845.2	GCA_000005845.2
GCA_030324835.1	GCA_000005845.2	GCA_000005845.2
GCA_030324865.1	GCA_000005845.2	GCA_000005845.2
GCA_030324875.1	GCA_000005845.2	GCA_000164335.1
GCA_030324895.1	GCA_000005845.2	GCA_000005845.2
GCA_030324925.1	GCA_000005845.2	GCA_000005845.2
GCA_030324945.1	GCA_000005845.2	GCA_000005845.2
GCA_030324955.1	GCA_000005845.2	GCA_000005845.2
GCA_030324985.1	GCA_000005845.2	GCA_000005845.2
GCA_030325005.1	GCA_000005845.2	GCA_000005845.2
GCA_030325025.1	GCA_000005845.2	GCA_000005845.2
GCA_030325035.1	GCA_000005845.2	GCA_000005845.2
GCA_030325045.1	GCA_000005845.2	GCA_000005845.2
GCA_030325085.1	GCA_000171935.1	GCA_011032545.1
GCA_030325105.1	GCA_000005845.2	GCA_000005845.2
GCA_030325125.1	GCA_000005845.2	GCA_000010385.1
GCA_030325145.1	GCA_000005845.2	GCA_000010385.1
GCA_030325165.1	GCA_000005845.2	GCA_000010385.1
GCA_030325175.1	GCA_000005845.2	GCA_000005845.2
GCA_030325205.1	GCA_000005845.2	GCA_000005845.2
GCA_030325225.1	GCA_000005845.2	GCA_000005845.2
GCA_030325235.1	GCA_000005845.2	GCA_000010385.1
GCA_030325265.1	GCA_000005845.2	GCA_000005845.2
GCA_030325275.1	GCA_000005845.2	GCA_000010385.1
GCA_030325285.1	GCA_000005845.2	GCA_001284265.1
GCA_030325325.1	GCA_000005845.2	GCA_000005845.2
GCA_030325345.1	GCA_000005845.2	GCA_000005845.2
GCA_030325365.1	GCA_000005845.2	GCA_000005845.2
GCA_030325375.1	GCA_000005845.2	GCA_000010385.1
GCA_030325405.1	GCA_000005845.2	GCA_000005845.2
GCA_030325425.1	GCA_000005845.2	GCA_000010765.1
GCA_030325445.1	GCA_000005845.2	GCA_000005845.2
GCA_030328285.1	GCA_000005845.2	GCA_000010385.1
GCA_030328305.1	GCA_000005845.2	GCA_000005845.2
GCA_030328325.1	GCA_000005845.2	GCA_000005845.2
GCA_030328345.1	GCA_000005845.2	GCA_000005845.2
GCA_030328365.1	GCA_000005845.2	GCA_000005845.2
GCA_030328375.1	GCA_000005845.2	GCA_000005845.2
GCA_030328425.1	GCA_000005845.2	GCA_000005845.2
GCA_030328445.1	GCA_000005845.2	GCA_000010385.1
GCA_030328455.1	GCA_000005845.2	GCA_000010385.1
GCA_030328485.1	GCA_000005845.2	GCA_000005845.2
GCA_030328505.1	GCA_000005845.2	GCA_000005845.2
GCA_030328525.1	GCA_000005845.2	GCA_000010385.1
GCA_030328545.1	GCA_000005845.2	GCA_000005845.2
GCA_030328565.1	GCA_000005845.2	GCA_000005845.2
GCA_030328585.1	GCA_000005845.2	GCA_004566475.1
GCA_030328595.1	GCA_000005845.2	GCA_000005845.2
GCA_030328625.1	GCA_000005845.2	GCA_000005845.2
GCA_030328635.1	GCA_000005845.2	GCA_000005845.2
GCA_030328665.1	GCA_000005845.2	GCA_000005845.2
GCA_030328685.1	GCA_000005845.2	GCA_000005845.2
GCA_030328695.1	GCA_000005845.2	GCA_000005845.2
GCA_030328715.1	GCA_000005845.2	GCA_000303635.1
GCA_030328725.1	GCA_000005845.2	GCA_000005845.2
GCA_030328735.1	GCA_000005845.2	GCA_000303635.1
GCA_030328785.1	GCA_000005845.2	GCA_000798035.1
GCA_030328795.1	GCA_000005845.2	GCA_000005845.2
GCA_030328805.1	GCA_000005845.2	GCA_000005845.2
GCA_030328845.1	GCA_000005845.2	GCA_000005845.2
GCA_030328885.1	GCA_000005845.2	GCA_000005845.2
GCA_030328905.1	GCA_000005845.2	GCA_000005845.2
GCA_030328925.1	GCA_000005845.2	GCA_000005845.2
GCA_030337395.1	GCA_000026325.1	GCA_000026325.1
GCA_030337485.1	GCA_000007445.1	GCA_000014845.1
GCA_030342505.1	GCA_000005845.2	GCA_000010385.1
GCA_030342545.1	GCA_000005845.2	GCA_000005845.2
GCA_030342565.1	GCA_000171935.1	GCA_030342565.1
GCA_030342575.1	GCA_000176695.2	GCA_000351685.1
GCA_030342595.1	GCA_000005845.2	GCA_000010385.1
GCA_030342625.1	GCA_000005845.2	GCA_000005845.2
GCA_030342645.1	GCA_000176695.2	GCA_000351685.1
GCA_030342665.1	GCA_000005845.2	GCA_002226985.1
GCA_030342685.1	GCA_000176695.2	GCA_000351685.1
GCA_030342695.1	GCA_000176695.2	GCA_000351685.1
GCA_030342725.1	GCA_000005845.2	GCA_000005845.2
GCA_030342735.1	GCA_000005845.2	GCA_000005845.2
GCA_030342825.1	GCA_000005845.2	GCA_000010385.1
GCA_030344975.1	GCA_000007445.1	GCA_000326265.1
GCA_030345415.1	GCA_000005845.2	GCA_000005845.2
GCA_030345435.1	GCA_000005845.2	GCA_000005845.2
GCA_030345455.1	GCA_000005845.2	GCA_000005845.2
GCA_030345475.1	GCA_000005845.2	GCA_000005845.2
GCA_030345495.1	GCA_000005845.2	GCA_000005845.2
GCA_030345515.1	GCA_000005845.2	GCA_000005845.2
GCA_030345535.1	GCA_000005845.2	GCA_000005845.2
GCA_030345555.1	GCA_000005845.2	GCA_000005845.2
GCA_030345575.1	GCA_000005845.2	GCA_000005845.2
GCA_030345595.1	GCA_000005845.2	GCA_000005845.2
GCA_030345615.1	GCA_000005845.2	GCA_000005845.2
GCA_030345635.1	GCA_000005845.2	GCA_000005845.2
GCA_030345995.1	GCA_000005845.2	GCA_000005845.2
GCA_030346035.1	GCA_000005845.2	GCA_000005845.2
GCA_030346045.1	GCA_000005845.2	GCA_000005845.2
GCA_030346055.1	GCA_000005845.2	GCA_000005845.2
GCA_030346095.1	GCA_000005845.2	GCA_000005845.2
GCA_030346105.1	GCA_000005845.2	GCA_000005845.2
GCA_030346135.1	GCA_000005845.2	GCA_000005845.2
GCA_030346145.1	GCA_000005845.2	GCA_000460255.1
GCA_030346165.1	GCA_000005845.2	GCA_000005845.2
GCA_030346195.1	GCA_000005845.2	GCA_000005845.2
GCA_030346215.1	GCA_000005845.2	GCA_000005845.2
GCA_030346225.1	GCA_000005845.2	GCA_000010385.1
GCA_030346235.1	GCA_000026325.1	GCA_002133905.1
GCA_030346245.1	GCA_000005845.2	GCA_000017765.1
GCA_030346285.1	GCA_000005845.2	GCA_000005845.2
GCA_030346315.1	GCA_000005845.2	GCA_000010745.1
GCA_030346325.1	GCA_000005845.2	GCA_000017765.1
GCA_030346335.1	GCA_000005845.2	GCA_000005845.2
GCA_030346345.1	GCA_000005845.2	GCA_000005845.2
GCA_030346395.1	GCA_000005845.2	GCA_000164335.1
GCA_030346415.1	GCA_000005845.2	GCA_000005845.2
GCA_030346425.1	GCA_000005845.2	GCA_000017765.1
GCA_030346435.1	GCA_000005845.2	GCA_000005845.2
GCA_030346465.1	GCA_000005845.2	GCA_000249715.2
GCA_030346495.1	GCA_000005845.2	GCA_000017765.1
GCA_030346515.1	GCA_000005845.2	GCA_000164215.1
GCA_030346525.1	GCA_000026325.1	GCA_002233385.1
GCA_030346535.1	GCA_000005845.2	GCA_000164215.1
GCA_030346565.1	GCA_000026325.1	GCA_002233385.1
GCA_030346595.1	GCA_000005845.2	GCA_000005845.2
GCA_030346615.1	GCA_000005845.2	GCA_000017765.1
GCA_030346625.1	GCA_000005845.2	GCA_000005845.2
GCA_030346635.1	GCA_000005845.2	GCA_000005845.2
GCA_030346645.1	GCA_000005845.2	GCA_000005845.2
GCA_030346695.1	GCA_000005845.2	GCA_000005845.2
GCA_030346715.1	GCA_000005845.2	GCA_000350685.1
GCA_030346725.1	GCA_000005845.2	GCA_000026245.1
GCA_030346735.1	GCA_000005845.2	GCA_000005845.2
GCA_030346745.1	GCA_000005845.2	GCA_000005845.2
GCA_030346795.1	GCA_000026325.1	GCA_000350785.1
GCA_030346815.1	GCA_000019645.1	GCA_000474825.1
GCA_030346825.1	GCA_000005845.2	GCA_000005845.2
GCA_030346875.1	GCA_000005845.2	GCA_000017765.1
GCA_030346895.1	GCA_000007445.1	GCA_000007445.1
GCA_030346995.2	GCA_000176695.2	GCA_000176695.2
GCA_030347015.1	GCA_000176695.2	GCA_000176695.2
GCA_030347035.1	GCA_000005845.2	GCA_000164215.1
GCA_030347195.1	GCA_000005845.2	GCA_000164215.1
GCA_030347955.1	GCA_000026325.1	GCA_002233385.1
GCA_030347985.1	GCA_000026325.1	GCA_002233385.1
GCA_030357955.1	GCA_000007445.1	GCA_030357955.1
GCA_030358085.1	GCA_000007445.1	GCA_000010485.1
GCA_030358175.1	GCA_000026325.1	GCA_000351385.1
GCA_030358205.1	GCA_000007445.1	GCA_000010485.1
GCA_030358345.1	GCA_000007445.1	GCA_000010485.1
GCA_030358435.1	GCA_000007445.1	GCA_000010485.1
GCA_030358455.1	GCA_000007445.1	GCA_000010485.1
GCA_030358465.1	GCA_000007445.1	GCA_000010485.1
GCA_030358565.1	GCA_000026325.1	GCA_000026325.1
GCA_030360005.1	GCA_000007445.1	GCA_000010485.1
GCA_030360105.1	GCA_000007445.1	GCA_000010485.1
GCA_030360125.1	GCA_000007445.1	GCA_000010485.1
GCA_030360205.1	GCA_000005845.2	GCA_000010385.1
GCA_030360225.1	GCA_000007445.1	GCA_000010485.1
GCA_030364295.1	GCA_000005845.2	GCA_000010385.1
GCA_030364395.1	GCA_000005845.2	GCA_000005845.2
GCA_030364415.1	GCA_000005845.2	GCA_000010385.1
GCA_030364435.1	GCA_000005845.2	GCA_000176575.2
GCA_030364455.1	GCA_000019645.1	GCA_000242015.1
GCA_030364475.1	GCA_000005845.2	GCA_000164335.1
GCA_030364535.1	GCA_000005845.2	GCA_000164335.1
GCA_030368995.1	GCA_000005845.2	GCA_003775125.1
GCA_030369255.1	GCA_000026325.1	GCA_000297235.1
GCA_030369355.1	GCA_000007445.1	GCA_000010485.1
GCA_030369375.1	GCA_000007445.1	GCA_000010485.1
GCA_030369415.1	GCA_000007445.1	GCA_000010485.1
GCA_030369435.1	GCA_000007445.1	GCA_000010485.1
GCA_030369455.1	GCA_000007445.1	GCA_000010485.1
GCA_030369475.1	GCA_000026325.1	GCA_000350785.1
GCA_030369495.1	GCA_000007445.1	GCA_000010485.1
GCA_030369515.1	GCA_000007445.1	GCA_000010485.1
GCA_030369535.1	GCA_000005845.2	GCA_000010385.1
GCA_030369555.1	GCA_000007445.1	GCA_000010485.1
GCA_030370785.1	GCA_000005845.2	GCA_000005845.2
GCA_030372605.1	GCA_000005845.2	GCA_000164215.1
GCA_030372735.1	GCA_000005845.2	GCA_000164215.1
GCA_030374825.1	GCA_000007445.1	GCA_000013305.1
GCA_030374835.1	GCA_000026325.1	GCA_000026325.1
GCA_030374845.1	GCA_000005845.2	GCA_000017765.1
GCA_030374855.1	GCA_000005845.2	GCA_000005845.2
GCA_030374865.1	GCA_000005845.2	GCA_000005845.2
GCA_030374925.1	GCA_000007445.1	GCA_000010485.1
GCA_030374945.1	GCA_000007445.1	GCA_000010485.1
GCA_030374965.1	GCA_000005845.2	GCA_000010385.1
GCA_030374975.1	GCA_000026325.1	GCA_000351385.1
GCA_030374985.1	GCA_000007445.1	GCA_000010485.1
GCA_030375025.1	GCA_000005845.2	GCA_000005845.2
GCA_030375045.1	GCA_000005845.2	GCA_000005845.2
GCA_030375055.1	GCA_000005845.2	GCA_000005845.2
GCA_030375065.1	GCA_000007445.1	GCA_000010485.1
GCA_030375085.1	GCA_000005845.2	GCA_000005845.2
GCA_030375125.1	GCA_000019645.1	GCA_000474825.1
GCA_030375145.1	GCA_000026325.1	GCA_000176615.2
GCA_030375155.1	GCA_000005845.2	GCA_000010385.1
GCA_030375165.1	GCA_000005845.2	GCA_000010385.1
GCA_030375205.1	GCA_000007445.1	GCA_000326265.1
GCA_030375225.1	GCA_000026325.1	GCA_000351385.1
GCA_030375245.1	GCA_000005845.2	GCA_000005845.2
GCA_030375265.1	GCA_000007445.1	GCA_000010485.1
GCA_030375275.1	GCA_000007445.1	GCA_000010485.1
GCA_030375305.1	GCA_000019645.1	GCA_000474825.1
GCA_030375325.1	GCA_000026325.1	GCA_000351385.1
GCA_030375345.1	GCA_000005845.2	GCA_000010385.1
GCA_030375365.1	GCA_000005845.2	GCA_000005845.2
GCA_030375385.1	GCA_000007445.1	GCA_000013305.1
GCA_030375425.1	GCA_000026325.1	GCA_000351385.1
GCA_030375445.1	GCA_000005845.2	GCA_000005845.2
GCA_030375465.1	GCA_000026325.1	GCA_000351385.1
GCA_030375485.1	GCA_000005845.2	GCA_000017765.1
GCA_030375495.1	GCA_000019645.1	GCA_000474825.1
GCA_030375525.1	GCA_000005845.2	GCA_000005845.2
GCA_030375545.1	GCA_000026325.1	GCA_000026325.1
GCA_030375565.1	GCA_000005845.2	GCA_000005845.2
GCA_030375575.1	GCA_000007445.1	GCA_000010485.1
GCA_030375585.1	GCA_000005845.2	GCA_000005845.2
GCA_030375625.1	GCA_000005845.2	GCA_000005845.2
GCA_030375645.1	GCA_000005845.2	GCA_000005845.2
GCA_030375665.1	GCA_000007445.1	GCA_000010485.1
GCA_030375685.1	GCA_000005845.2	GCA_000164215.1
GCA_030375695.1	GCA_000019645.1	GCA_000474825.1
GCA_030375725.1	GCA_000005845.2	GCA_000010385.1
GCA_030375745.1	GCA_000007445.1	GCA_004567755.1
GCA_030375755.1	GCA_000026325.1	GCA_000026325.1
GCA_030375785.1	GCA_000005845.2	GCA_000005845.2
GCA_030375805.1	GCA_000007445.1	GCA_000007445.1
GCA_030375825.1	GCA_000007445.1	GCA_000010485.1
GCA_030375845.1	GCA_000176695.2	GCA_002193155.1
GCA_030375865.1	GCA_000007445.1	GCA_000010485.1
GCA_030375885.1	GCA_000005845.2	GCA_000005845.2
GCA_030375905.1	GCA_000005845.2	GCA_000010385.1
GCA_030375915.1	GCA_000005845.2	GCA_000010385.1
GCA_030375945.1	GCA_000005845.2	GCA_000010385.1
GCA_030375965.1	GCA_000007445.1	GCA_000007445.1
GCA_030375985.1	GCA_000007445.1	GCA_000010485.1
GCA_030376005.1	GCA_000007445.1	GCA_000010485.1
GCA_030376015.1	GCA_000019645.1	GCA_000474825.1
GCA_030376045.1	GCA_000005845.2	GCA_000005845.2
GCA_030376065.1	GCA_000019645.1	GCA_000474825.1
GCA_030376075.1	GCA_000007445.1	GCA_000010485.1
GCA_030376085.1	GCA_000005845.2	GCA_000005845.2
GCA_030376125.1	GCA_000005845.2	GCA_000010385.1
GCA_030376145.1	GCA_000019645.1	GCA_000474825.1
GCA_030376165.1	GCA_000007445.1	GCA_000010485.1
GCA_030376175.1	GCA_000007445.1	GCA_000010485.1
GCA_030376185.1	GCA_000005845.2	GCA_000005845.2
GCA_030376225.1	GCA_000005845.2	GCA_000005845.2
GCA_030376245.1	GCA_000019645.1	GCA_000474825.1
GCA_030376265.1	GCA_000026325.1	GCA_000350785.1
GCA_030376275.1	GCA_000007445.1	GCA_000010485.1
GCA_030376305.1	GCA_000007445.1	GCA_000295775.2
GCA_030376325.1	GCA_000019645.1	GCA_000474825.1
GCA_030376345.1	GCA_000005845.2	GCA_000010385.1
GCA_030376355.1	GCA_000005845.2	GCA_000164215.1
GCA_030376385.1	GCA_000005845.2	GCA_000005845.2
GCA_030376405.1	GCA_000005845.2	GCA_000010385.1
GCA_030376415.1	GCA_000026325.1	GCA_000351385.1
GCA_030376445.1	GCA_000005845.2	GCA_000164215.1
GCA_030376455.1	GCA_000005845.2	GCA_000005845.2
GCA_030376485.1	GCA_000026325.1	GCA_000176615.2
GCA_030376505.1	GCA_000005845.2	GCA_000005845.2
GCA_030376525.1	GCA_000007445.1	GCA_000010485.1
GCA_030376545.1	GCA_000007445.1	GCA_000007445.1
GCA_030376565.1	GCA_000005845.2	GCA_000164215.1
GCA_030376585.1	GCA_000019645.1	GCA_000474825.1
GCA_030376885.1	GCA_000351405.1	GCA_000351385.1
GCA_030376905.1	GCA_000005845.2	GCA_000005845.2
GCA_030376965.1	GCA_000005845.2	GCA_000164335.1
GCA_030377025.1	GCA_000026325.1	GCA_000351385.1
GCA_030377045.1	GCA_000007445.1	GCA_000326265.1
GCA_030377065.1	GCA_000007445.1	GCA_000010485.1
GCA_030384685.1	GCA_000005845.2	GCA_000010385.1
GCA_030384705.1	GCA_000007445.1	GCA_000326445.1
GCA_030384725.1	GCA_000005845.2	GCA_000017765.1
GCA_030384745.1	GCA_000005845.2	GCA_000017765.1
GCA_030384765.1	GCA_000005845.2	GCA_000005845.2
GCA_030384785.1	GCA_000005845.2	GCA_000005845.2
GCA_030384805.1	GCA_000005845.2	GCA_000010385.1
GCA_030384825.1	GCA_000005845.2	GCA_000010385.1
GCA_030384845.1	GCA_000005845.2	GCA_000005845.2
GCA_030384885.1	GCA_000190955.1	GCA_000190995.1
GCA_030385645.1	GCA_000007445.1	GCA_000010485.1
GCA_030388645.1	GCA_000005845.2	GCA_000005845.2
GCA_030389595.1	GCA_000007445.1	GCA_000007445.1
GCA_030389655.1	GCA_000005845.2	GCA_000005845.2
GCA_030389695.1	GCA_000005845.2	GCA_000005845.2
GCA_030389715.1	GCA_000005845.2	GCA_000164235.1
GCA_030389735.1	GCA_000005845.2	GCA_000005845.2
GCA_030389755.1	GCA_000007445.1	GCA_000010485.1
GCA_030389775.1	GCA_000005845.2	GCA_000005845.2
GCA_030389835.1	GCA_000026325.1	GCA_000351385.1
GCA_030389855.1	GCA_000005845.2	GCA_000010385.1
GCA_030389925.1	GCA_000026325.1	GCA_002227705.1
GCA_030389945.1	GCA_000005845.2	GCA_000354375.1
GCA_030398055.1	GCA_000005845.2	GCA_000010385.1
GCA_030398405.1	GCA_000005845.2	GCA_000010385.1
GCA_030398435.1	GCA_000005845.2	GCA_000164215.1
GCA_030398455.1	GCA_000005845.2	GCA_000225085.2
GCA_030398675.1	GCA_000005845.2	GCA_000005845.2
GCA_030406365.1	GCA_000005845.2	GCA_000010385.1
